ID,工作名称,招聘详细链接,公司名称,公司ID,公司性质,公司规模,公司招聘主页,公司地点,薪资,学历要求,工作经历,职位类型,公司福利,工作发布标签,更新时间
CC812389690J00106850709,中高级java工程师,https://jobs.zhaopin.com/CC812389690J00106850709.htm,北京润泽智慧科技有限公司,CZ812389690,民营,20-99人,https://company.zhaopin.com/CZ812389690.htm,北京,15K-22K,本科,3-5年,全职,五险一金、餐补、补充医疗保险、绩效奖金,最新,2019-07-10 14:22:27
CC330171739J00159316509,资深Java工程师/专家（互联网医院平台）,https://jobs.zhaopin.com/CC330171739J00159316509.htm,北京英迈时代科技有限公司,CZ330171730,股份制企业,100-499人,https://company.zhaopin.com/CZ330171730.htm,北京,30K-50K,本科,5-10年,全职,无,最新,2019-07-10 14:23:36
CC444128230J00279212708,java开发工程师,https://jobs.zhaopin.com/CC444128230J00279212708.htm,南京海翊数据技术有限公司,CZ444128230,民营,100-499人,https://company.zhaopin.com/CZ444128230.htm,北京,13K-17K,本科,3-5年,全职,五险一金、带薪年假、补充医疗保险、定期体检、员工旅游,最新,2019-07-10 09:46:50
CC694713322J00391413105,高级java后台工程师,https://jobs.zhaopin.com/CC694713322J00391413105.htm,上海聚鹏科技有限公司,CZ694713320,合资,20-99人,https://company.zhaopin.com/CZ694713320.htm,北京-朝阳区,15K-30K,本科,3-5年,全职,五险一金、绩效奖金、定期体检、节日福利、弹性工作,最新,2019-07-10 14:10:57
CC351115612J00192880011,初级java开发工程师,https://jobs.zhaopin.com/CC351115612J00192880011.htm,北京卡洛其咨询有限公司,CZ351115610,股份制企业,1000-9999人,https://company.zhaopin.com/CZ351115610.htm,北京,8K-11K,本科,1-3年,全职,五险一金、年底双薪、餐补、定期体检、带薪年假,最新,2019-07-10 14:24:09
CC542570230J00179769711,java工程师,https://jobs.zhaopin.com/CC542570230J00179769711.htm,北京太和睿信企业管理顾问有限公司,CZ542570230,民营,100-499人,https://company.zhaopin.com/CZ542570230.htm,北京,15K-20K,本科,3-5年,全职,五险一金、带薪年假、节日福利、员工旅游,最新,2019-07-10 00:53:35
CC185531521J00193307011,高级java开发工程师,https://jobs.zhaopin.com/CC185531521J00193307011.htm,大连飞创信息技术有限公司北京分公司,CZ185531520,国企,100-499人,https://company.zhaopin.com/CZ185531520.htm,北京,15K-20K,本科,5-10年,全职,五险一金、加班补助、餐补、带薪年假、补充医疗保险,最新,2019-07-10 14:20:31
CC462382617J00153699915,java开发工程师,https://jobs.zhaopin.com/CC462382617J00153699915.htm,柏盟(北京)科技发展有限公司,CZ462382610,民营,20-99人,https://company.zhaopin.com/CZ462382610.htm,北京,15K-20K,大专,1-3年,全职,绩效奖金、加班补助、带薪年假、周末双休,最新,2019-07-10 14:24:38
CC190963111J00066927612,JAVA软件工程师（北京）,https://jobs.zhaopin.com/CC190963111J00066927612.htm,北京南天信息工程有限公司,CZ190963110,上市公司,500-999人,https://company.zhaopin.com/CZ190963110.htm,北京,4K-8K,本科,1年以下,全职,周末双休、五险一金、餐补、带薪年假、定期体检,最新,2019-07-10 14:20:30
CZ779237970J00004498709,java软件工程师,https://jobs.zhaopin.com/CZ779237970J00004498709.htm,北京正时联创科技有限公司,CZ779237970,民营,20-99人,https://company.zhaopin.com/CZ779237970.htm,北京,10K-15K,本科,1-3年,全职,五险一金、绩效奖金、餐补、带薪年假、加班补助,最新,2019-07-10 09:51:48
CC192905512J00155565409,应用开发岗（含Java或c开发方向）,https://jobs.zhaopin.com/CC192905512J00155565409.htm,中国邮政储蓄银行北京分行,CZ192905510,国企,10000人以上,http://psbcbj2019.zhaopin.com,北京,薪资面议,本科,1-3年,全职,无,最新,2019-07-10 14:27:03
CC669689120J00148119412,开发主管java方向,https://jobs.zhaopin.com/CC669689120J00148119412.htm,北京才鼎通信息技术有限公司,CZ669689120,民营,20-99人,https://company.zhaopin.com/CZ669689120.htm,北京-海淀区,20K-30K,本科,3-5年,全职,五险一金、周末双休,最新,2019-07-10 14:19:08
CC330615418J00298721008,卢米埃-高级JAVA开发工程师,https://jobs.zhaopin.com/CC330615418J00298721008.htm,爱奇艺（www.iqiyi.com）,CZ330615410,民营,1000-9999人,https://company.zhaopin.com/CZ330615410.htm,北京,20K-30K,本科,3-5年,全职,大牛带队、五险一金、绩效奖金、补充医疗保险、餐补,最新,2019-07-10 14:25:13
CC120160395J00142163715,JAVA开发,https://jobs.zhaopin.com/CC120160395J00142163715.htm,中科软科技股份有限公司,CZ120160390,股份制企业,1000-9999人,http://special.zhaopin.com/bj/2013/zkrk062859,北京-石景山区,8K-15K,本科,1-3年,全职,节日福利、五险一金、年底双薪、绩效奖金、餐补,最新,2019-07-10 12:55:53
CC153949718J90250795000,项目经理(C++/JAVA),https://jobs.zhaopin.com/153949718250795.htm,北京中视广信科技有限公司,CZ153949710,国企,100-499人,https://company.zhaopin.com/CZ153949710.htm,北京,15K-20K,学历不限,3-5年,全职,五险一金、年底双薪、年终分红、加班补助、餐补,最新,2019-07-10 15:19:22
CC227473987J00193812511,高级Java工程师【YSYB_信息化】,https://jobs.zhaopin.com/CC227473987J00193812511.htm,北京熠宸信息科技有限公司,CZ227473980,民营,100-499人,https://company.zhaopin.com/CZ227473980.htm,北京-海淀区,16K-21K,本科,5-10年,全职,节日福利、十四薪、全额公积金、九险一金、定期团建,最新,2019-07-10 14:14:48
CC669689120J00148117912,技术经理java方向,https://jobs.zhaopin.com/CC669689120J00148117912.htm,北京才鼎通信息技术有限公司,CZ669689120,民营,20-99人,https://company.zhaopin.com/CZ669689120.htm,北京-海淀区,20K-30K,本科,5-10年,全职,五险一金、周末双休,最新,2019-07-10 14:18:46
CC133835648J00150531914,java开发工程师,https://jobs.zhaopin.com/CC133835648J00150531914.htm,易才集团,CZ133835640,民营,1000-9999人,http://special.zhaopin.com/2016/bf/11017/bjyc112485,北京-朝阳区,15K-17K,本科,3-5年,全职,五险一金、绩效奖金、交通补助、通讯补助、补充医疗保险,最新,2019-07-10 10:22:08
CC326806480J00408997301,java开发工程师,https://jobs.zhaopin.com/CC326806480J00408997301.htm,北京华信傲天网络技术有限公司,CZ326806480,合资,100-499人,https://company.zhaopin.com/CZ326806480.htm,北京,10K-20K,本科,3-5年,全职,无,最新,2019-07-10 14:22:58
CC160762622J00115045715,高级java软件工程师,https://jobs.zhaopin.com/CC160762622J00115045715.htm,京源中科科技股份有限公司,CZ160762620,民营,100-499人,https://company.zhaopin.com/CZ160762620.htm,北京,15K-20K,本科,5-10年,全职,周末双休、绩效奖金、全勤奖、高温补贴、节日福利,最新,2019-07-10 14:18:01
CC537629827J00122103809,java开发工程师,https://jobs.zhaopin.com/CC537629827J00122103809.htm,北京紫光数智科技股份有限公司,CZ537629820,股份制企业,100-499人,https://company.zhaopin.com/CZ537629820.htm,北京-昌平区,10K-15K,本科,1-3年,全职,餐补、通讯补助、交通补助、补充医疗保险、节日福利,最新,2019-07-10 14:22:16
CC202564831J90250131000,中级Java开发工程师,https://jobs.zhaopin.com/202564831250131.htm,北京商联在线科技有限公司,CZ202564830,民营,20-99人,https://company.zhaopin.com/CZ202564830.htm,北京-海淀区,10K-18K,本科,3-5年,全职,五险一金、餐补、节日福利、加班补助、交通补助,最新,2019-07-10 14:23:43
CZ706362980J00155420314,javaweb技术经理[北京],https://jobs.zhaopin.com/CZ706362980J00155420314.htm,北京远舢智能科技有限公司,CZ706362980,民营,20-99人,https://company.zhaopin.com/CZ706362980.htm,北京,12K-24K,本科,3-5年,全职,创业公司、绩效奖金、14薪、补充医疗保险、五险一金,最新,2019-07-10 14:23:27
CC120160395J00071538915,JAVA开发,https://jobs.zhaopin.com/CC120160395J00071538915.htm,中科软科技股份有限公司,CZ120160390,股份制企业,1000-9999人,http://special.zhaopin.com/bj/2013/zkrk062859,北京,8K-12K,本科,1-3年,全职,五险一金、年底双薪、餐补、带薪年假、定期体检,最新,2019-07-10 14:22:36
CC136105828J00154449115,高级java开发工程师,https://jobs.zhaopin.com/CC136105828J00154449115.htm,北京中熙正保远程教育技术有限公司,CZ136105820,上市公司,1000-9999人,https://company.zhaopin.com/CZ136105820.htm,北京,18K-25K,本科,5-10年,全职,年底双薪、加班补助、全勤奖、带薪年假、定期体检,最新,2019-07-10 14:22:11
CC267074237J00165772510,java高级工程师,https://jobs.zhaopin.com/CC267074237J00165772510.htm,北京安恒数通信息技术有限公司,CZ267074230,民营,100-499人,https://company.zhaopin.com/CZ267074230.htm,北京,15K-25K,本科,3-5年,全职,五险一金、节日福利、绩效奖金、定期体检、交通补助,最新,2019-07-10 15:01:22
CC298565618J00159012209,java开发工程师,https://jobs.zhaopin.com/CC298565618J00159012209.htm,北京中科建友科技股份有限公司,CZ298565610,民营,100-499人,https://company.zhaopin.com/CZ298565610.htm,北京,10K-15K,本科,1-3年,全职,五险一金,最新,2019-07-10 14:08:53
CC219167784J00191978311,java开发工程师,https://jobs.zhaopin.com/CC219167784J00191978311.htm,北京得力助手信息技术有限公司,CZ219167780,民营,100-499人,https://company.zhaopin.com/CZ219167780.htm,北京,10K-15K,本科,3-5年,全职,五险一金、年底双薪、绩效奖金、餐补、通讯补助,最新,2019-07-10 14:10:49
CC819814680J00193272911,java开发工程师,https://jobs.zhaopin.com/CC819814680J00193272911.htm,天津市南开区铠宁盛业机电设备销售中心,CZ819814680,民营,100-499人,https://company.zhaopin.com/CZ819814680.htm,北京-海淀区,10K-15K,本科,5-10年,全职,五险一金、节日福利、带薪年假、周末双休、公司重点项目,最新,2019-07-10 14:17:25
CC135536556J00112981912,java开发工程师,https://jobs.zhaopin.com/CC135536556J00112981912.htm,北京盛心阳光咨询有限公司,CZ135536550,合资,20-99人,http://special.zhaopin.com/pagepublish/13553655/index.html,北京-东城区,10K-15K,本科,3-5年,全职,五险一金、弹性工作、定期体检、带薪年假、节日福利,最新,2019-07-10 13:38:54
CC343936330J00164626210,java高级工程师,https://jobs.zhaopin.com/CC343936330J00164626210.htm,农芯科技(北京)有限责任公司,CZ343936330,事业单位,100-499人,https://company.zhaopin.com/CZ343936330.htm,北京-海淀区,15K-30K,大专,3-5年,全职,五险一金、餐补、带薪年假、节日福利、周末双休,最新,2019-07-10 14:14:03
CC466654714J90250169000,Java开发工程师,https://jobs.zhaopin.com/466654714250169.htm,北京创世新强科技有限公司,CZ466654710,民营,20-99人,https://company.zhaopin.com/CZ466654710.htm,北京-西城区,10K-16K,本科,3-5年,全职,五险一金、年底双薪、绩效奖金、加班补助、交通补助,最新,2019-07-10 14:12:11
CC218806080J00050801910,java开发主管,https://jobs.zhaopin.com/CC218806080J00050801910.htm,中农联控股有限公司,CZ218806080,国企,100-499人,https://company.zhaopin.com/CZ218806080.htm,北京,15K-20K,本科,3-5年,全职,五险一金、周末双休、绩效奖金、餐补、定期体检,最新,2019-07-10 13:46:32
CC000362500J90250600000,JAVA开发工程师,https://jobs.zhaopin.com/000362500250600.htm,北京北大软件工程股份有限公司,CZ000362500,国企,500-999人,https://company.zhaopin.com/CZ000362500.htm,北京-海淀区,10K-16K,本科,1-3年,全职,节日福利、五险一金、加班补助、交通补助、餐补,最新,2019-07-10 09:12:40
CC351115612J00193455611,java中级开发工程师,https://jobs.zhaopin.com/CC351115612J00193455611.htm,北京卡洛其咨询有限公司,CZ351115610,股份制企业,1000-9999人,https://company.zhaopin.com/CZ351115610.htm,北京-西城区,10K-15K,本科,3-5年,全职,五险一金、通讯补助、餐补、定期体检、年底双薪,最新,2019-07-10 14:14:58
CC669689120J00146726112,Java,https://jobs.zhaopin.com/CC669689120J00146726112.htm,北京才鼎通信息技术有限公司,CZ669689120,民营,20-99人,https://company.zhaopin.com/CZ669689120.htm,北京-海淀区,15K-20K,本科,3-5年,全职,周末双休、五险一金,最新,2019-07-10 14:05:49
CC000645187J90251977000,高级Java系统架构师,https://jobs.zhaopin.com/000645187251977.htm,普天信息技术有限公司,CZ000645180,国企,500-999人,https://company.zhaopin.com/CZ000645180.htm,北京-海淀区,15K-20K,本科,5-10年,全职,五险一金、绩效奖金、交通补助、餐补、带薪年假,最新,2019-07-10 09:47:47
CC807565520J00193814811,java开发工程师,https://jobs.zhaopin.com/CC807565520J00193814811.htm,深圳市顶尖传诚科技有限公司北京分公司,CZ807565520,民营,100-499人,https://company.zhaopin.com/CZ807565520.htm,北京,15K-20K,本科,3-5年,全职,五险一金、带薪年假、节日福利,最新,2019-07-10 14:00:43
CC301632481J90250030000,Java高级工程师,https://jobs.zhaopin.com/301632481250030.htm,北京遂视科技有限公司,CZ301632480,外商独资,20-99人,https://company.zhaopin.com/CZ301632480.htm,北京-海淀区,20K-30K,本科,3-5年,全职,五险一金、年终分红、股票期权、餐补、带薪年假,最新,2019-07-10 14:17:01
CC202145588J90250149000,java工程师,https://jobs.zhaopin.com/202145588250149.htm,北京威努特技术有限公司,CZ202145580,民营,100-499人,https://company.zhaopin.com/CZ202145580.htm,北京,15K-25K,本科,3-5年,全职,五险一金、年底双薪、全勤奖、弹性工作、补充医疗保险,最新,2019-07-10 14:15:27
CC694713322J00391410505,java web 工程师,https://jobs.zhaopin.com/CC694713322J00391410505.htm,上海聚鹏科技有限公司,CZ694713320,合资,20-99人,https://company.zhaopin.com/CZ694713320.htm,北京-朝阳区,15K-30K,本科,3-5年,全职,五险一金、绩效奖金、定期体检、节日福利、弹性工作,最新,2019-07-10 14:10:47
CC178505014J00166385013,资深Java架构师,https://jobs.zhaopin.com/CC178505014J00166385013.htm,北京圣特尔科技发展有限公司,CZ178505010,其它,500-999人,http://special.zhaopin.com/pagepublish/17850501/index.html,北京,40K-70K,本科,10年以上,全职,五险一金、周末双休、定期团建、节日福利、餐补,最新,2019-07-10 00:50:42
CC263073182J00193641011,java开发工程师高级,https://jobs.zhaopin.com/CC263073182J00193641011.htm,建投数据科技股份有限公司,CZ263073180,国企,100-499人,https://company.zhaopin.com/CZ263073180.htm,北京,20K-40K,大专,10年以上,全职,五险一金、餐补、通讯补助、带薪年假、补充医疗保险,最新,2019-07-10 14:14:20
CC120813347J00127694615,java技术经理,https://jobs.zhaopin.com/CC120813347J00127694615.htm,北京方胜有成科技股份有限公司,CZ120813340,上市公司,100-499人,https://company.zhaopin.com/CZ120813340.htm,北京-海淀区,20K-28K,本科,5-10年,全职,五险一金、周末双休、交通补助、餐补、通讯补助,最新,2019-07-10 14:14:38
CC486193821J00153129715,软件开发工程师（JAVA方向）,https://jobs.zhaopin.com/CC486193821J00153129715.htm,北京中科蓝信科技有限公司,CZ486193820,民营,20-99人,https://company.zhaopin.com/CZ486193820.htm,北京,8K-15K,大专,1-3年,全职,无,最新,2019-07-10 14:11:05
CC392875830J00060146715,java开发工程师,https://jobs.zhaopin.com/CC392875830J00060146715.htm,北京远浪信息技术有限公司,CZ392875830,民营,20-99人,https://company.zhaopin.com/CZ392875830.htm,北京-海淀区,10K-15K,大专,3-5年,全职,五险一金、加班补助、餐补、包吃、包住,最新,2019-07-10 14:08:08
CZ753153670J00045035310,java工程师,https://jobs.zhaopin.com/CZ753153670J00045035310.htm,北京美信众诚科技有限公司,CZ753153670,民营,100-499人,https://company.zhaopin.com/CZ753153670.htm,北京,18K-25K,本科,3-5年,全职,五险一金、餐补、带薪年假、绩效奖金、节日福利,最新,2019-07-10 14:13:24
CC320516188J00174503713,java软件工程师,https://jobs.zhaopin.com/CC320516188J00174503713.htm,北京三真优购科技有限公司,CZ320516180,股份制企业,100-499人,https://company.zhaopin.com/CZ320516180.htm,北京,10K-15K,大专,3-5年,全职,五险一金、餐补、周末双休,最新,2019-07-10 14:13:34
CC268521739J00102772014,java开发工程师,https://jobs.zhaopin.com/CC268521739J00102772014.htm,北京铭软云视科技有限公司,CZ268521730,民营,100-499人,https://company.zhaopin.com/CZ268521730.htm,北京,10K-15K,大专,3-5年,全职,弹性工作、全勤奖、五险一金、餐补、通讯补助,最新,2019-07-10 14:00:04
CC392875830J00060059315,java工程师,https://jobs.zhaopin.com/CC392875830J00060059315.htm,北京远浪信息技术有限公司,CZ392875830,民营,20-99人,https://company.zhaopin.com/CZ392875830.htm,北京-门头沟区,10K-15K,大专,3-5年,全职,五险一金、加班补助、餐补、包吃、包住,最新,2019-07-10 14:08:21
CC446440580J00101724413,中高级java工程师,https://jobs.zhaopin.com/CC446440580J00101724413.htm,北京招通航电科技有限公司,CZ446440580,上市公司,100-499人,https://company.zhaopin.com/CZ446440580.htm,北京,13K-25K,硕士,3-5年,全职,绩效奖金、年底双薪、五险一金、加班补助、定期体检,最新,2019-07-10 14:04:53
CC710823427J00105955011,java开发工程师,https://jobs.zhaopin.com/CC710823427J00105955011.htm,北京云智汇科技有限公司,CZ710823420,民营,100-499人,https://company.zhaopin.com/CZ710823420.htm,北京,15K-20K,本科,3-5年,全职,周末双休、五险一金、交通补助,最新,2019-07-10 14:12:59
CC362984717J00146813315,java实习生,https://jobs.zhaopin.com/CC362984717J00146813315.htm,博韩伟业(北京)科技有限公司,CZ362984710,上市公司,100-499人,http://special.zhaopin.com/pagepublish/36298471/index.html,北京,4K-6K,硕士,无经验,实习,无,最新,2019-07-10 14:52:51
CC845054630J00153335909,java高级工程师 [数据方向],https://jobs.zhaopin.com/CC845054630J00153335909.htm,北京聚数智途科技有限公司,CZ845054630,合资,20-99人,https://company.zhaopin.com/CZ845054630.htm,北京,30K-50K,本科,5-10年,全职,五险一金、试用期全额、定期团建、全额公积金、公司重点项目,最新,2019-07-10 09:04:24
CC286032430J00175921913,JAVA开发工程师,https://jobs.zhaopin.com/CC286032430J00175921913.htm,北京中教智联教育科技有限公司,CZ286032430,其它,20-99人,https://company.zhaopin.com/CZ286032430.htm,北京,12K-24K,本科,3-5年,全职,五险一金、节日福利、创业公司、员工旅游、公司重点项目,最新,2019-07-10 14:12:01
CC636483920J00156165012,java开发工程师,https://jobs.zhaopin.com/CC636483920J00156165012.htm,北京神州飞腾信息科技有限公司,CZ636483920,民营,100-499人,https://company.zhaopin.com/CZ636483920.htm,北京-海淀区,10K-15K,大专,3-5年,全职,五险一金、弹性工作、餐补、加班补助,最新,2019-07-10 14:04:25
CC232759427J00167137213,java开发工程师,https://jobs.zhaopin.com/CC232759427J00167137213.htm,北京群智合信息科技股份有限公司,CZ232759420,民营,100-499人,https://company.zhaopin.com/CZ232759420.htm,北京-海淀区,10K-15K,本科,1-3年,全职,周末双休、五险一金、餐补、员工旅游、节日福利,最新,2019-07-10 10:23:14
CC420043810J00062253115,软件工程师/.net/JAVA软件工程师 望京,https://jobs.zhaopin.com/CC420043810J00062253115.htm,永达理保险经纪有限公司,CZ420043810,合资,100-499人,https://company.zhaopin.com/CZ420043810.htm,北京-朝阳区,8K-15K,大专,不限,全职,五险一金、带薪年假、员工旅游、节日福利、年底双薪,最新,2019-07-10 14:10:39
CC420043810J00062253115,软件工程师/.net/JAVA软件工程师 望京,https://jobs.zhaopin.com/CC420043810J00062253115.htm,永达理保险经纪有限公司,CZ420043810,合资,100-499人,https://company.zhaopin.com/CZ420043810.htm,北京-朝阳区,8K-15K,大专,不限,全职,五险一金、带薪年假、员工旅游、节日福利、年底双薪,最新,2019-07-10 14:10:39
CC263073182J00193641511,java开发工程师中级,https://jobs.zhaopin.com/CC263073182J00193641511.htm,建投数据科技股份有限公司,CZ263073180,国企,100-499人,https://company.zhaopin.com/CZ263073180.htm,北京,20K-40K,大专,5-10年,全职,五险一金、餐补、通讯补助、带薪年假、补充医疗保险,最新,2019-07-10 14:09:23
CC132157089J00192925011,NAVER音乐Java开发工程师,https://jobs.zhaopin.com/CC132157089J00192925011.htm,北京世联互动网络有限公司,CZ132157080,外商独资,1000-9999人,http://special.zhaopin.com/pagepublish/13215708/index.html,北京-朝阳区,12K-24K,本科,3-5年,全职,五险一金、绩效奖金、加班补助、餐补、带薪年假,最新,2019-07-10 14:08:14
CC120749866J00359485403,java开发工程师 北京,https://jobs.zhaopin.com/CC120749866J00359485403.htm,山东中创软件工程股份有限公司,CZ120749860,股份制企业,1000-9999人,http://special.zhaopin.com/jn/2015/zcrj042221,北京-西城区,8K-10K,本科,1-3年,全职,五险一金、全勤奖、定期体检,最新,2019-07-10 14:08:22
CC556775631J00150587313,java开发工程师,https://jobs.zhaopin.com/CC556775631J00150587313.htm,北京函数空间科技有限公司,CZ556775630,民营,100-499人,https://company.zhaopin.com/CZ556775630.htm,北京,10K-15K,本科,3-5年,全职,五险一金、带薪年假、弹性工作、加班补助、节日福利,最新,2019-07-10 12:31:38
CC120112488J00175694813,java开发工程师,https://jobs.zhaopin.com/CC120112488J00175694813.htm,北京恒泰实达科技股份有限公司,CZ120112480,上市公司,1000-9999人,http://special.zhaopin.com/pagepublish/12011248/index.html,北京,10K-15K,大专,1-3年,全职,节日福利、五险一金、绩效奖金、交通补助、带薪年假,最新,2019-07-10 14:03:40
CC000058765J00129281012,JAVA高级工程师（CX-JT1904-WW）,https://jobs.zhaopin.com/CC000058765J00129281012.htm,太极计算机股份有限公司,CZ000058760,国企,1000-9999人,https://company.zhaopin.com/CZ000058760.htm,北京,15K-20K,本科,3-5年,全职,五险一金、绩效奖金、交通补助、餐补、带薪年假,最新,2019-07-10 00:52:15
CC158929718J00157545312,java开发工程师,https://jobs.zhaopin.com/CC158929718J00157545312.htm,北京继教网教育科技发展有限公司,CZ158929710,民营,100-499人,http://special.zhaopin.com/pagepublish/15892971/index.html,北京,10K-15K,本科,3-5年,全职,五险一金、交通补助、餐补、通讯补助、带薪年假,最新,2019-07-10 14:08:03
CC202564831J90250099000,高级Java开发工程师,https://jobs.zhaopin.com/202564831250099.htm,北京商联在线科技有限公司,CZ202564830,民营,20-99人,https://company.zhaopin.com/CZ202564830.htm,北京,18K-25K,本科,5-10年,全职,五险一金、餐补、节日福利、加班补助、交通补助,最新,2019-07-10 14:07:30
CC485032286J00165956813,java开发工程师（数据智能）,https://jobs.zhaopin.com/CC485032286J00165956813.htm,北京锋巢信息技术有限公司,CZ485032280,民营,100-499人,https://company.zhaopin.com/CZ485032280.htm,北京-朝阳区,20K-30K,本科,5-10年,全职,弹性工作、五险一金,最新,2019-07-10 13:54:11
CC000058765J00129284212,JAVA研发发工程师（CX-JT1904-WW）,https://jobs.zhaopin.com/CC000058765J00129284212.htm,太极计算机股份有限公司,CZ000058760,国企,1000-9999人,https://company.zhaopin.com/CZ000058760.htm,北京,10K-15K,本科,1-3年,全职,五险一金、绩效奖金、交通补助、餐补、带薪年假,最新,2019-07-10 00:52:15
CC301145888J00133022109,java开发工程师,https://jobs.zhaopin.com/CC301145888J00133022109.htm,北京甲子营科技有限公司,CZ301145880,民营,20-99人,https://company.zhaopin.com/CZ301145880.htm,北京,12.5K-25K,本科,5-10年,全职,五险一金、交通补助、餐补、带薪年假、节日福利,最新,2019-07-10 14:04:56
CC138826768J90251208000,高级java开发工程师,https://jobs.zhaopin.com/138826768251208.htm,北京世纪高通科技有限公司,CZ138826760,上市公司,100-499人,http://special.zhaopin.com/2010/bj/sjgt121404/index.html,北京-海淀区,15K-25K,硕士,3-5年,全职,节日福利、五险一金、绩效奖金、餐补、通讯补助,最新,2019-07-10 08:25:55
CC302682517J00154447515,java开发工程师,https://jobs.zhaopin.com/CC302682517J00154447515.htm,北京华正明天信息技术股份有限公司,CZ302682510,民营,100-499人,https://company.zhaopin.com/CZ302682510.htm,北京,12K-16K,本科,3-5年,全职,五险一金、绩效奖金、餐补、带薪年假、定期体检,最新,2019-07-10 14:05:14
CC709930480J00159759309,高级java开发工程师_本科,https://jobs.zhaopin.com/CC709930480J00159759309.htm,大连八零后小伙伴信息技术有限公司,CZ709930480,其它,20-99人,https://company.zhaopin.com/CZ709930480.htm,北京-朝阳区,20K-30K,本科,5-10年,全职,五险一金、绩效奖金、带薪年假、年终奖金、节日福利,最新,2019-07-10 14:04:54
CC525173180J00126422509,Java开发实习岗,https://jobs.zhaopin.com/CC525173180J00126422509.htm,寰宇优才教育科技(北京)有限公司,CZ525173180,民营,100-499人,https://company.zhaopin.com/CZ525173180.htm,北京,8K-10K,大专,不限,全职,周末双休、定期体检、员工旅游、节日福利、带薪年假,最新,2019-07-10 09:05:45
CC805146520J00164827410,PHP+Java开发工程师,https://jobs.zhaopin.com/CC805146520J00164827410.htm,北京长木谷医疗科技有限公司,CZ805146520,民营,20-99人,https://company.zhaopin.com/CZ805146520.htm,北京,15K-20K,本科,3-5年,全职,五险一金、股票期权、年终分红、全勤奖、交通补助,最新,2019-07-10 14:03:17
CC398107113J90250289000,java开发组长（六险一金 双休）,https://jobs.zhaopin.com/398107113250289.htm,北京盛学成长科技有限公司,CZ398107110,民营,100-499人,https://company.zhaopin.com/CZ398107110.htm,北京-朝阳区,15K-20K,本科,3-5年,全职,节日福利、五险一金、绩效奖金、年终分红、加班补助,最新,2019-07-10 14:00:05
CZ478546130J00289713506,java工程师,https://jobs.zhaopin.com/CZ478546130J00289713506.htm,新疆丝路普惠金融信息服务有限公司,CZ478546130,民营,100-499人,https://company.zhaopin.com/CZ478546130.htm,北京,15K-20K,本科,3-5年,全职,五险一金、周末双休、带薪年假、节日福利、公司重点项目,最新,2019-07-10 13:05:21
CC485032286J00165479013,java开发工程师,https://jobs.zhaopin.com/CC485032286J00165479013.htm,北京锋巢信息技术有限公司,CZ485032280,民营,100-499人,https://company.zhaopin.com/CZ485032280.htm,北京-朝阳区,15K-20K,本科,3-5年,全职,弹性工作、五险一金,最新,2019-07-10 13:54:11
CC309681989J00193284011,java开发工程师,https://jobs.zhaopin.com/CC309681989J00193284011.htm,全球一家电子商务(北京)股份公司,CZ309681980,股份制企业,20-99人,https://company.zhaopin.com/CZ309681980.htm,北京,10K-15K,大专,3-5年,全职,五险一金、绩效奖金、年终分红、节日福利、员工旅游,最新,2019-07-10 14:01:10
CC151447517J90250676000,java开发工程师（高级）,https://jobs.zhaopin.com/151447517250676.htm,北京海协智康科技发展有限公司,CZ151447510,上市公司,100-499人,https://company.zhaopin.com/CZ151447510.htm,北京,12K-18K,本科,3-5年,全职,五险一金、交通补助、餐补、房补、带薪年假,最新,2019-07-10 14:00:07
CC000524686J00156629312,java工程师-上海-上汽项目,https://jobs.zhaopin.com/CC000524686J00156629312.htm,北京精友时代信息技术发展有限公司,CZ000524680,民营,100-499人,https://company.zhaopin.com/CZ000524680.htm,北京-海淀区,15K-25K,本科,5-10年,全职,五险一金、年底双薪、绩效奖金、交通补助、餐补,最新,2019-07-10 14:00:12
CC424847080J00126981309,高薪诚聘急聘JAVA工程师 管理岗,https://jobs.zhaopin.com/CC424847080J00126981309.htm,北京正通科技有限公司,CZ424847080,民营,100-499人,https://company.zhaopin.com/CZ424847080.htm,北京,20K-30K,本科,5-10年,全职,五险一金、绩效奖金、年终分红、带薪年假、周末双休,最新,2019-07-10 14:14:51
CC836595380J00175651513,java工程师,https://jobs.zhaopin.com/CC836595380J00175651513.htm,天津市南开区和盛祥泰电气设备销售中心,CZ836595380,民营,100-499人,https://company.zhaopin.com/CZ836595380.htm,北京,10K-15K,本科,5-10年,全职,绩效奖金、带薪年假、周末双休、试用期全额、五险一金,最新,2019-07-10 13:53:21
CC872235230J00183968011,国企java开发工程师,https://jobs.zhaopin.com/CC872235230J00183968011.htm,北京普惠职道科技发展有限责任公司工会,CZ872235230,民营,1000-9999人,https://company.zhaopin.com/CZ872235230.htm,北京,10K-15K,本科,3-5年,全职,五险一金、年底双薪、带薪年假、补充医疗保险、定期体检,最新,2019-07-10 14:16:20
CC330318217J00088698013,JAVA开发工程师/架构师 （ERP/CRM/OA/..）（职位编号：LZHR183）,https://jobs.zhaopin.com/CC330318217J00088698013.htm,朗致集团有限公司,CZ330318210,民营,10000人以上,https://special.zhaopin.com/2019/bf/lzjt061278/,北京,25K-50K,本科,3-5年,全职,五险一金、包吃、节日福利、周末双休,最新,2019-07-10 09:03:46
